id,nombre,nombre_display,lat,lon,ubicacion,sector,sentido,pr,distancia_pr_m,telefono_grua,telefono_peaje,url_ficha,tarifa_cat1,operador,operador_tipo,codigo_peaje,codigo_tramo,territorial
alto-pino,ALTO PINO,ALTO PINO,11.4448736530001,-72.5423520589999,Cogua – Tausa Km 40+000,Rioacha - Paraguachon,Aplica en ambos sentidos de circulación,41,170,(5) 728 85 43,314 3300807 - (5) 7288542 /43,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,12300,Concesión Santa Marta Paraguachón S.A,Concesión,144,9010,13
altamira,ALTAMIRA,ALTAMIRA,2.14288500000004,-75.700684,Vía Planeta Rica - Sincelejo Km 26 + 300,Planeta Rica - La Ye,Aplica en ambos sentidos de circulación,497,60,311 260 50 25 - #296,320 995 5541,http://hermes.invias.gov.co/carreteras/images/peajes/altamira.jpg,10700,Concesión Rodovias Colombia S.A.S,Concesión,64,4504,14
chusaca,CHUSACÁ,CHUSACÁ,4.53745200000003,-74.271805,Soacha – Girardot Km 109,Girardot - Silvania - Bogotá (Bosa),Sur - Norte // Norte - Sur,109,217,3104224687 - 3117872339 - 3117903187,3104224687 - 3117872339 - 3117903187,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,13300,Concesión Vía 40 Express,Concesión,54,4005,12
gualanday,GUALANDAY,GUALANDAY,4.30042600000007,-75.050087,Km. 9+0600 de la ruta 4004 que corresponde a la vía Ibagué (Puente Blanco El Espinal (cruce ruta 45)) Espinal,Ibague (Puente Blanco) - Cruce Ruta 45 (Espinal),Aplica en ambos sentidos de circulación,9,551,3212087489,3138863287,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,12700,Concesionaria San Rafael S.A.,Concesión,51,4404,24
tuta,TUTA,TUTA,5.65691200000003,-73.2784349999999,Via Tunja – Paipa Km 12+200 Jurisdiccion Combita,Tunja - Duitama,Ambos sentidos de circulación,11,"1,055",3174422284,3174340959,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10300,Concesión Briceño - Tunja - Sogamoso,Concesión,104,5502,4
trapiche,TRAPICHE,TRAPICHE,6.39963700000004,-75.433016,Km 4 Vía alterna Girardota Hatillo,Medellìn - Hoyo Rico,Norte,0,0,(054) 312 11 99-325 06 60,2892224 – 3108992859 - 01-8000-522-44-77,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16700,,Por definir,24,2510,1
pintada,PINTADA,PINTADA,5.81215600000007,-75.679156,KM 03 RUTA 25B01 Vía Pintada – Bolombolo,La Pintada - Peñalisa,Sur – Norte,2,957,3185018100 - #272 Claro Movistar y Tigo,3173673153,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16200,Concesión Pacifico Tres S.A.S.,Concesión,38,25B01,1
macheta,MACHETÁ,MACHETÁ,5.07724900000005,-73.553398,Vía Sisga – Guateque Km 27,Brisas - Guateque,Ambos sentidos de circulación,27,250,320 928 4913 - 321 964 0314,320 928 4913 - 321 964 0314,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16900,CONCESIÓN DEL SISGA S.A.S.,Concesión,107,5607,12
el-copey,EL COPEY,EL COPEY,10.060372,-73.923826,Km 10+300 Vía Bosconia – Rio Ariguani,Bosconia - Río Ariguaní,Sur – Norte,10,448,018000945566 Opción 1,3165280504,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10100,Yuma Concesionaria,Concesión,77,4517,9
corralito-de-piedra,CORRALITO DE PIEDRA,CORRALITO DE PIEDRA,10.3096587110001,-75.485086785,Variante Mamonal - Gambote,Vía a Barú,Ambos sentidos de circulación,26,328,(57) (5)6609002 - 6607822 - 6609125,(57) (5)6609002 - 6607822 - 6609125,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,7900,CONVIAL,Concesión,177,90BLB,3
galapa,GALAPA,GALAPA,10.8375330000001,-74.902122,Vía Cordialidad Km 98,Sabanalarga - Barranquilla,Ambos sentidos de circulación,101,927,3212057229,3212057229,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11900,Autopista del Sol,Concesión,140,9006,2
bayunca,BAYUNCA,BAYUNCA,10.546992,-75.365173,KM 03+450 RUTA 2511 - vía Medellin - La Costa,Los Llanos - Tarazá,Ambos sentidos de circulación,19,578,3212057227,3212057236,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11200,Autopistas del sol,Concesión,141,9006,3
pailitas,PAILITAS,PAILITAS,8.85280400000005,-73.669722,Km 28+500 Vía La Mata – San Roque,La Mata - San Roque,Norte – Sur – Norte,28,600,,3165280395,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3802.pdf,12300,INVIAS,INVIAS,75,4515,9
la-loma,LA LOMA,LA LOMA,9.63800300000003,-73.6394349999999,Km 42 Vía San Roque - Bosconia,San Roque - Bosconia,Sur – Norte,40,"1,927",018000945566 Opción 1,3158210547,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10400,Concesión Yuma,Concesión,76,4516,9
la-gomez,LA GÓMEZ,LA GÓMEZ,7.39717600000006,-73.546519,Vía La Lizama – San Alberto Km 37 + 300,Cruce Ruta 45 (La Fortuna) - Lebrija,Sur – Norte,37,300,,,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3800.pdf,13500,INVIAS,INVIAS,126,6602,22
aranguaney-no-operativo,ARANGUANEY (NO OPERATIVO),ARANGUANEY (NO OPERATIVO),5.41098872700007,-72.305021639,Via Sogamoso Yopal Km 8+900 Jurisdiccion Sogamoso,Sogamoso - El Crucero,Bidireccional,16,800,,,,,INVIAS,INVIAS,,6513,7
valencia,VALENCIA,VALENCIA,10.2597040000001,-73.430756,Km 87 Vía Pueblo Nuevo – Valledupar,Pueblo Nuevo – Bosconia – Valledupar,Sur – Norte,87,540,018000945566 Opción 1,3165280411,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10400,Yuma Concesionaria,Concesión,133,8003,9
sajonia,SAJONIA,SAJONIA (Túnel de Oriente),6.1792179,-75.4528135,Conexión Vial Aburrá - Oriente (Túnel de Oriente),Medellín - Rionegro,,,,,,,26300,Concesión Túnel Aburrá - Oriente S.A,Concesión,,,
