"point","Nombre Peaje","Ubicación","Sector","Sentido","Poste de Referencia PR","Distancia PR","Telefono Grúa","Telefono Peaje","URL Foto","Categoria I","Categoria II","Categoria III","Categoria IV","Categoria V","Categoria VI","Categoria VII","Categoria VIII","Categoria IX","Categoria E","Categoria EAE","Categoria EC","Categoria EIE","Categoria IE","Categoria IEE","Categoria IEEE","Categoria IEX","Categoria IIA","Categoria IIE","Categoria IIIE","Categoria IVE","Categoria VE","Categoria VIE","Categoria VIIE","Administrador","Código Peaje","Código Tramo","Eje Adicional","Eje Adicional R","Eje Grua","Latitud","Longitud","Responsable","Territorial"
"POINT (-74.426167866 4.90135570300004)","JALISCO","Peaje Río Bogotá – Facatativá – Villeta – Vianí – Cambao Km 89+400 Jurisdicción del Municipio de Albán","Sasaima - Albán","Occidente - Oriente // Oriente - Occidente","0","0","3102576509","3102576509  // 31*288","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","12,400","16,800","14,100","19,600","35,300","45,700","55,000","0","0","0","0","0","7,900","0","0","0","0","0","0","0","0","0","0","0","3","163",,"0","0","0","4.9013557","4.9013557","CONCESIÓN PANAMERICANA","12"
"POINT (-75.618682 4.95009900000002)","TARAPACÁ II","Vía Pereira – Chinchiná PR29RSC Km 24 + 100","Intersección Jazmín - Estación de  Servicio Chinchiná","Aplica en ambos sentidos de circulación","24","754","3138176567 #850","(6) 3282720","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,100","21,300","21,300","21,300","52,500","69,600","77,700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","45","29RSC","0","0","0","4.95009882","4.95009882","Concesión Autopistas del Café","21"
"POINT (-73.034207319 6.91737791400004)","LOS SANTOS",,"Piedecuesta - Los Santos","En ambos sentidos","0","0","037  646 9396 - 320 8003657","037 656 8002 - 316 6058384","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","166",,"0","0","0","6.91737791","6.91737791","Concesión CONSTRUVICOL S.A","22"
"POINT (-72.321876241 11.606513783)","URIBIA",,"Cuatrovias - Uribia",,"0","0",,,"http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","180",,"0","0","0","11.60651378","11.60651378",,"13"
"POINT (-74.301889391 4.44416465900002)","SAN MIGUEL",,"Fusagasugá - Sibaté",,"0","0",,,"http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","7,900","9,800","26,100","44,900","47,800","0","0","0","0","0","0","0","0","1,600","0","0","0","0","1,600","0","0","0","0","0","3","173",,"0","0","0","4.44416466","4.44416466",,"12"
"POINT (-74.2986611859999 4.58154202000003)","NUEVO SALTO","Kilómetro 1.4 Vía Chusacá – El Triunfo – Viotá – El Portillo en la Vereda Charquito (Soacha)","El Colegio - El Charquito","Aplica en ambos sentidos","0","0","Por Definir","3114810850","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,700","14,200","14,300","16,700","32,100","49,500","53,700","8,500","0","0","0","0","0","7,600","0","0","0","0","5,300","9,500","0","0","0","0","3",,,"0","0","0","4.58154202","4.58154202","Concesión Troncal del Tequendama.","12"
"POINT (-74.476174487 4.58098863300006)","SAN PEDRO","Chía - La Mesa - Girardot Km.61 Jurisdicción del Municipio de la Mesa","La Mesa - Anapoima","Norte - Sur // Sur - Norte","14","1,007","#815 Tigo  018000953550","#815 Tigo  018000953550","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,500","11,700","13,500","18,200","39,200","51,000","58,900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,"4702","0","0","0","4.58098863","4.58098863","CONCESIÓN DEVISAB","12"
"POINT (-74.2939825239999 4.63824152500007)","MONDOÑEDO","Vía Chía – La Mesa – Girardot Km 105 Jurisdicción del Municipio de Bojacá","La Mesa - Mosquera","Norte - Sur // Sur Norte","0","0","#815  Tigo - 018000953550","#815  Tigo - 018000953550","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,200","13,500","13,500","15,600","44,800","61,600","70,300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","167",,"0","0","0","4.63824153","4.63824153","CONCESIÓN DEVISAB","12"
"POINT (-74.289809132 4.62716543300007)","RAMAL","kilómetro 106 Via Mosquera - Ramal a Soacha","Variante Soacha - La Mesa","Occidente - Oriente // Oriente - Occidente","0","0","#815 Tigo – 018000953550","#815 Tigo – 018000953550","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,200","13,500","13,500","15,600","44,800","61,600","70,300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","172",,"0","0","0","4.62716543","4.62716543","CONCESIÓN DEVISAB","12"
"POINT (-73.72142 4.20004800000004)","PIPIRAL","Vía Villavicencio – Puente Susumuco Km 78+020","Bogotá (El Portal) - Villavicencio","Occidente","72","40","3123060332 - 3105851322 -3105851325 y #713","3214698772 - 3105851322","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","23,000","45,100","30,900","53,900","58,800","89,900","116,200","0","0","0","0","0","3,300","3,700","3,700","3,400","0","0","0","0","0","0","0","0","2","58","4006","0","0","0","4.20109533","4.20109533","COVIANDINA S.A.S.","16"
"POINT (-75.4434161349999 10.3569754530001)","TURBACO","Km 60+00 y 68+00 Ruta 9005 Troncal de Occidente","Cruz del Viso - Cartagena","Ambos sentidos de circulación","96","420","3212057227","3212057230","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","5,100","11,500","14,100","14,100","14,100","0","0","0","0","0","0","0","0","0","0","0","0","0","3,900","0","0","0","0","0","2","139","9005","0","0","0","10.35697545","10.35697545","Ruta Caribe","3"
"POINT (-75.526546588 10.4067850500001)","BAZURTO  (MANGA)","Vía Puente Nacional – San Gil Km 62+950","Puente Nacional - San Gil","Ambos sentidos de circulación","0","0","(57) (5)6609002 - 6607822 - 6609125","(57)(5)6609002 - 6607822 - 6609125","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","2,300","4,100","0","9,600","14,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","160",,"0","0","8,000","10.40678505","10.40678505","CONVIAL","3"
"POINT (-75.5059221819999 10.383016105)","CEBALLOS",,"La Línea - Cajamarca","Ambos sentidos de circulación","0","0","(57) (5)6609002 - 6607822 - 6609125","(57) (5)6609002 - 6607822 - 6609125","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","2,500","4,100","0","9,600","14,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","176",,"0","0","0","10.38301611","10.38301611","CONVIAL","3"
"POINT (-75.4613569959999 6.17965929600007)","SANTA ELENA","Km 21+500  -  Vía Medellín - Ríonegro","Vía Antigua a Rionegro","Ambos sentidos de circulación","0","0","(4) 4446178 - 2228085 - 4602225","(4) 4446178 - 2228085 - 4602225","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,000","12,100","22,100","24,900","27,500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","174","0","12,900","0","0","6.1796593","6.1796593","Concesión Túnel Aburrá - Oriente  S.A","1"
"POINT (-75.478890798 6.17065388700007)","VARIANTE LAS PALMAS",,"Las Palmas - Aeropuerto",,"0","0",,,"http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","175",,"0","0","0","6.17065389","6.17065389","Concesión Túnel Aburrá-Oriente","1"
"POINT (-75.423661 6.39579700000007)","CABILDO","Vía Ubate Puente Nacional  Km 66+200 Jurisdicción Saboyá","Ubaté - Puente Nacional",,"0","0","01-8000-522-44-77","2892224 - 3108992859","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,700","18,400","19,500","28,300","49,000","61,500","71,000","0","0","0","0","0","0","2,700","0","0","0","0","2,700","0","0","0","0","0","2","23","0","0","0","8,000","6.39579652","6.39579652",,"1"
"POINT (-75.651083 6.29319200000003)","ABURRA","Oriente Occidente Km 39+600 Occidente Oriente Km 44+800 -  vía Santa Fe de Antioquia Medellín","Puente Aurrá - Medellín","Santa Fe de Antioquia - Medellín","0","0","3176676335   018000400016","(1) 2863300","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","20,600","23,200","50,400","65,600","78,400","0","0","0","0","0","0","0","7,900","8,100","0","0","0","0","9,200","0","0","0","0","0","2","114","0","6,300","0","8,000","6.29302034","6.29302034","DESARROLLO VIAL AL MAR SAS","1"
"POINT (-72.8350139999999 4.11271500000004)","CASETABLA",,"Armenia - La Línea","Oriente","16","237","018000918624 Operadores Claro – Movistar #765","3102466017","http://hermes.invias.gov.co/carreteras/images/peajes/casetabla.jpg","6,900","7,400","8,200","8,200","30,400","37,600","42,400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","60","4008","0","0","8,000","4.11265462","4.11265462","Concesión Autopistas de los Llanos","16"
"POINT (-74.759003 10.799603)","SABANAGRANDE","Vía Oriental Km 55","Palmar de Varela - Barranquilla","Ambos sentidos de circulación","64","807","3212057227","3006738048","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,900","12,800","28,000","36,600","42,200","0","0","0","0","0","0","0","2,300","3,300","0","0","0","0","3,900","0","0","0","0","0","2","34","2516","8,700","8,400","6,000","10.79958164","10.79958164","Consorcio Ruta Caribe","2"
"POINT (-74.0289309999999 4.83535800000004)","FUSCA","Bogotá – Albarracín Km 4","Bogotá - Ubaté","Sur – Norte Aplica Únicamente saliendo de Bogotá","3","921","676 06 52","6760652  Opc 1 - 3125194023 – 3125196546","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,100","19,200","12,500","27,800","42,100","54,000","59,900","0","0","0","0","0","0","0","0","0","0","0","15,700","0","0","0","0","0","2","101","45A04","0","0","0","4.87581637","4.87581637","CONCESIÓN ACCENORTE","12"
"POINT (-75.6164449999999 4.93954600000006)","TARAPACÁ I","Vía Pereira – Manizales Km. 20 + 200","La Romelia - Río Campo Alegre","Ambos sentidos de circulación","20","762","3138176567 #850","(6) 3282720","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,100","21,300","21,300","21,300","47,800","69,600","77,700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","41","2902","0","0","0","4.93904749","4.93904749","CONCESIÓN AUTOPISTAS DEL CAFE","21"
"POINT (-75.594574 5.05220000000003)","SAN BERNARDO (TRINIDAD ll)","Tres Puertas – Puente La Libertad Km. 9 + 200","Tres Puertas -La Manuela - Estación Uribe","Ambos sentidos de circulación","9","177","3138176567 #850","(6) 3282720","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","14,600","17,500","17,500","17,500","42,600","53,200","61,600","0","0","0","0","0","3,200","3,700","0","0","0","0","4,100","4,300","0","0","0","0","2","90","5005","0","0","0","5.05220567","5.05220567","CONCESIÓN AUTOPISTAS DEL CAFÉ","5"
"POINT (-74.4141079999999 5.06536600000004)","CAIQUEROS","Vía Cauyá - El Palo","Cauyá - La Felisa","Ambos sentidos de circulación","76","1,331","5939260","5939260 ---------3185577768---------- 3102613190----------- 3002149460","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","12,800","16,600","40,800","49,200","56,500","0","0","0","0","0","0","0","2,100","2,400","0","0","0","0","0","0","0","0","0","0","2","93","5008","9,300","8,900","0","5.0654696","5.0654696","CONCESIÓN SABANA DE OCCIDENTE","12"
"POINT (-75.320053 9.31889100000006)","LAS FLORES","Sincelejo-Puerta de Hierro-Calamar","Sincelejo - Corozal","Nor Oriente","5","600","3184095455 – 3182406622","3124964386","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","6,100","15,600","24,200","30,600","35,000","0","0","0","0","0","0","0","0","2,400","5,600","0","0","0","4,600","0","0","0","0","0","1","31","2515","0","0","0","9.31884694","-75.320036","INVIAS","23"
"POINT (-75.606148 4.69838800000002)","CIRCASIA","Vía Armenia - Pereira Km. 16+750","Armenia-Pereira","Norte Sur y Sur Norte","15","1,723","602 22 33","(6) 3282720 3138176567 #850","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","19,200","24,400","24,400","24,400","59,200","72,700","80,900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","40","2901","0","0","0","4.69835584","4.69835584","Concesión Autopistas del café","20"
"POINT (-74.109322 11.2530630000001)","NEGUANJE","Ubicación: 6+500 Tramo que cubre: Puente Nenguange – Palomino","Santa Marta - Río Palomino","Aplica en ambos sentidos","6","759","(5) 728 85 43","3138891473 - (5) 7288542/43","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","12,300","19,000","15,300","24,100","35,200","56,600","71,400","0","0","0","0","0","4,800","5,500","0","0","0","0","8,300","0","0","0","0","0","2","142","9008","0","0","0","11.25312936","11.25312936","Concesión Santa Marta - Paraguachón S.A.","15"
"POINT (-74.031464 4.85540300000002)","UNISABANA","Bogotá – Albarracín Km 5+600","Bogotá - Ubaté","Sur – Norte","5","627","676 06 52","6760652  Opc 1 - 3125194023 – 3125196546","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","0","0","0","0","42,100","54,000","59,900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","80","45A04","0","0","0","4.86367548","4.86367548","CONCESIÓN  ACCENORTE","12"
"POINT (-72.169253 4.35131700000005)","YUCAO","Vía Puerto López - Puerto Gaitán Km.99+200","Puerto López - Puerto Gaitán","Oriente","5","175","018000918624 Operadores Claro - Movistar #765","3102466052","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","6,900","7,400","8,200","8,200","30,400","37,600","42,400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","61","4008","0","0","0","4.35131747","4.35131747","Concesión Autopistas de los Llanos","16"
"POINT (-75.5155329999999 6.32795500000003)","GUARNE","Km 7 Autopista Medellín - Bogotá","Medellín - Santuario","Oriente","6","950","#618 - 018000518427 -  (4) 3860085","018000518427  - 408-08-42 - 3860085","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,800","28,900","23,200","28,900","57,400","81,800","81,800","0","0","0","0","0","8,800","10,000","0","0","0","0","21,100","0","0","0","0","0","2","110","6004","0","0","0","6.32789781","6.32789781","Concesión Devimed","1"
"POINT (-75.301956 2.78557800000004)","LOS CAUCHOS","Vía Garzon – Neiva Km 98+499 Jurisdicción Municipio de Rivera","Garzón - Neiva","Aplica en ambos sentidos de circulación","98","628","311 260 50 25  - #296","320 995 5541","http://hermes.invias.gov.co/carreteras/images/peajes/los_cauchos.jpg","9,200","10,000","21,300","27,100","30,500","0","0","0","0","0","0","7,500","5,100","5,900","0","0","0","0","2,400","0","0","0","0","0","2","65","4505","8,700","8,400","6,400","2.7855838","2.7855838","Concesión Rodovias Colombia S.A.S","14"
"POINT (-75.594025 5.96879700000005)","PRIMAVERA","KM 38+800 RUTA  2509 -  Via Medellin - La Pintada","La Pintada - Primavera","Sur – Norte","38","824","3185018100  - #272 Claro Movistar y Tigo","3173673153","http://hermes.invias.gov.co/carreteras/images/peajes/primavera.jpg","10,500","11,400","24,200","30,800","34,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","22","2509","0","0","0","5.96890118","5.96890118","CONCESION LA PINTADA S.A.S. (ODINSA)","1"
"POINT (-74.8895879999999 11.0127000000001)","PAPIROS","Vía al mar Km 101","Cartagena - Lomita Arena","Sentido Occidente Oriente","103","788","018000977330 - 3114803629","3173317167","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","3,000","3,000","9,300","16,100","50,400","67,600","74,900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","148","90A01","0","0","0","11.01269973","11.01269973","Concesión Costera - Barranquilla - Cartagena","2"
"POINT (-75.307259 2.97780200000005)","NEIVA","Vía Neiva – Castilla Km 3+700 Jurisdicción Municipio de Neiva","Neiva - Natagaima","Aplica en ambos sentidos de circulación","3","728","667 10 30","3153340727 – 3174340907 - 3502621485","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","15,700","19,400","23,900","30,300","46,300","58,000","67,100","0","0","0","0","0","4,900","1,600","0","0","0","0","1,600","5,300","5,300","0","0","0","2","66","4506","0","0","0","2.97779795","2.97779795","Concesión Autovía Neiva – Girardot","14"
"POINT (-73.7751919999999 4.02625900000004)","OCOA","Vía Villavicencio – Granada Km 54+450","Ye de Granada - Paso por el Puente sobre el Río Ocoa","Sur","54","629","(578) 668 49 90-91","(8) 6700868 – 3138860370 - 018000918624 - #76","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","13,100","25,300","19,200","33,100","48,800","64,500","70,100","0","0","3,500","0","0","0","4,900","0","0","0","0","0","0","0","0","0","0","2","119","6509","0","0","0","4.0262463","4.0262463","Concesión Autopistas de Los Llanos","16"
"POINT (-74.613729591 5.49713170400003)","EL KORÁN","Bogotá – Medellín - Norte","El Korán - Guaduas","Sur – Norte Variante Guaduas - Intersección Koran","3","100","3185166166 / 018000914181","(1) 5188489","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","18,900","26,400","37,100","77,200","95,800","113,600","0","0","0","0","0","0","0","4,300","0","0","0","0","4,300","0","0","0","0","0","1","97","5008B","13,100","12,600","9,400","5.4971317","-74.613481","INVIAS","12"
"POINT (-74.0105799999999 4.66337400000003)","LOS PATIOS","La Calera – Briceño Km 0+050","Bogotá (Los Patios) - Guasca","Sur – Norte","21","639","3102399451 -  3162340275 -  #762 y 018000181762","3118179035","http://hermes.invias.gov.co/carreteras/images/peajes/patios.jpg","12,300","19,200","29,600","43,300","59,300","59,700","0","0","0","0","0","0","4,900","5,700","0","0","0","6,000","11,500","0","0","0","0","0","2","98","5009","8,700","8,400","6,400","4.66372451","4.66372451","INVIAS – VIPSA","12"
"POINT (-73.945587 4.80945400000007)","LA CABAÑA","La Calera – Briceño Km 21+800","Bogotá (Los Patios) - Guasca","Norte – Sur","0","0","3102399451 -  3162340275 -  #762 y 018000181762","3112178121","http://hermes.invias.gov.co/carreteras/images/peajes/la_cabana.jpg","12,300","19,200","29,600","43,300","59,300","59,700","0","0","0","0","0","0","0","5,700","0","0","0","0","11,500","0","0","0","0","0","2","99","5009","8,700","8,400","6,400","4.80953214","4.80953214","PERIMETRAL ORIENTAL DE BOGOTÁ S.A.S","12"
"POINT (-75.124916 9.68215500000002)","EL CARMEN","Km 70+500 Troncal de Occidente Ruta 2515 Vía Sincelejo – Calamar","Puerta de Hierro - Carreto","Ambos sentidos de circulación","60","667","3162954845 - #270 Claro","3162954845","http://hermes.invias.gov.co/carreteras/images/peajes/el_carmen.jpg","11,100","12,300","25,400","32,300","36,400","0","0","0","0","0","0","0","1,400","1,600","0","0","0","0","1,600","0","0","0","0","0","2","32","2515","8,700","8,400","6,400","9.68130032","9.68130032","Autopista de la sabana","3"
"POINT (-75.858871 4.99906200000004)","ACAPULCO","Vía Y de Cerritos  - Cauyá PR2507 Km 24","La Virginia - Remolinos","Aplica en ambos sentidos de circulación","24","45","018000423780 – 3219738470","3219738470","http://hermes.invias.gov.co/carreteras/images/peajes/acapulco.jpg","14,600","17,900","17,900","17,900","42,900","53,700","61,900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","19","2507","0","0","8,000","4.99904882","4.99904882","CONCESION PACÍFICO TRES S.A.S  (ODINSA)","21"
"POINT (-73.122124 11.276194)","EL EBANAL","Ubicación: 53+950 Tramo que cubre:Vía Riohacha - Palomino","Río Palomino - Riohacha","Aplica en ambos sentidos de circulación","955","53","(5) 728 85 43","3143300807 - (5) 7288542 /43","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","12,300","19,000","15,300","24,100","35,200","56,600","71,400","0","0","0","0","0","4,800","5,500","0","0","0","0","8,300","0","0","0","0","0","2","143","9009","0","0","0","11.27621663","11.27621663","Concesión  Santa Marta - Paraguachón S.A .","13"
"POINT (-74.8611529999999 4.19209900000004)","FLANDES","Km. 4 Vía Espinal - Girardot","El Espinal - Girardot","Aplica en ambos sentidos de circulación","47","1,640","667 10 30","3153340727 – 3174340907 - 3502621485","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","15,700","19,400","23,900","30,300","46,300","58,000","67,100","0","0","0","0","0","7,000","8,600","0","0","0","0","0","0","0","0","0","0","2","68","4507","0","0","0","4.19217311","4.19217311","Concesión Autovía Neiva - Girardot","24"
"POINT (-74.729718979 10.978719174)","LAUREANO GÓMEZ","KM 3+300 Vía Barranquilla – Santa Marta","Barranquilla - Santa Marta","Norte – Sur","5","569","3106303030 - 3106328761","3106328761","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,100","1,200","28,100","37,200","42,100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","158","9007","15,900","0","0","10.97871917","10.97871917","Concesión (Barranquilla -Ciénaga)","15"
"POINT (-73.448189 4.26108800000003)","VERACRUZ","Vía Cumaral – Paratebueno Km 29+555","Cumaral - Barranca de Upía","Bidireccional","29","557","3178942293  - 018000180818","3168341260","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","8,600","17,200","11,100","17,200","24,600","33,000","36,900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","121","6510","0","0","0","4.26106406","4.26106406","Concesión Vial del Oriente - COVIORIENTE S.A.S","16"
"POINT (-74.3366643319999 10.9771881520001)","TASAJERA","KM 50 Vía Barranquilla – Santa Marta","Barranquilla - Santa Marta","Norte – Sur","50","881","3106303030 - 3106328761","3106328761","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,100","12,000","28,100","37,200","42,100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","159","9007","15,900","0","0","10.97718815","10.97718815","Concesión (Barranquilla -Ciénaga)","15"
"POINT (-75.899872 4.40792900000002)","COROZAL","Vía La Paila - Armenia Km 23","La Paila - Club Campestre","Sur - Norte // Norte - Sur","21","1,604","3138176567 #850","(6) 3282720","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","14,600","17,500","17,500","17,500","42,600","53,200","61,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","48","4002","0","0","0","4.4079604","4.4079604","AUTOPISTAS DEL CAFÉ","25"
"POINT (-75.37861 6.47799800000007)","PANDEQUESO","KM 38+700 RUTA 2510 -  vía Medellín – La costa","Medellìn - Hoyo Rico","Norte - Sur","0","0","094-4012277 - 018000524477","094-8664105 - 3108992850","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","14,600","16,200","16,200","16,200","33,600","45,500","49,500","0","0","0","0","0","3,600","700","0","0","0","0","700","0","0","0","0","0","2","25","2510","0","7,800","6,000","6.47799776","6.47799776","CONCESION ANI","1"
"POINT (-75.998909 8.81977500000005)","CEDROS","Via Puerto Rey – Montería Km 47 Recorrido  67 KMS","Puerto Rey - Monteria","Aplica en ambos sentido de circulación","46","1,001","094 - 7911207","3116346193 - 3116346192","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,100","23,700","23,700","23,700","42,700","67,800","78,000","0","0","0","0","0","0","8,400","0","0","0","0","12,500","0","0","0","0","0","2","130","7401","0","0","0","8.81976837","8.81976837","Concesión Ruta al Mar","11"
"POINT (-74.267754 9.83116600000005)","EL DIFÍCIL","KM 67+300 Plato – Pueblo Nuevo","Plato – Pueblo Nuevo","Sur – Norte","67","175","018000945566 Opción 1","3165298176","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,700","14,600","30,500","43,200","46,200","0","0","0","0","2,600","0","0","0","2,900","0","0","0","0","0","0","0","0","0","0","2","132","8002","9,000","8,700","6,500","9.83114665","9.83114665","Concesión (Yuma)","15"
"POINT (-73.839882 5.03128500000003)","EL ROBLE","Bogotá – Albarracín Km 36","Bogotá - Chocontá","Sur – Norte // Norte – Sur","0","0","3174422284 // 3174341120 //  3174341030 // 3164086968","3203409278","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,300","11,400","29,300","36,200","42,600","0","0","0","0","0","0","0","4,600","4,800","0","0","0","0","0","0","0","0","0","0","2","102","5501","8,600","7,200","6,000","5.03129885","5.03129885","CONCESIÓN BRICEÑO – TUNJA – SOGAMOSO","12"
"POINT (-75.6598739999999 6.04694900000004)","AMAGÁ","KM 03+100 RUTA 6005 Via Santuario - Puerto Triunfo","El Santuario - Cruce Ruta 45 (Caño Alegre)","Suroeste Tramo que cubre: Bolombolo - Camilo C","89","351","3207103032","3207103032","http://hermes.invias.gov.co/carreteras/images/peajes/amaga.jpg","10,500","11,400","24,200","30,800","34,600","0","0","0","0","0","0","7,500","0","0","0","0","0","0","4,800","10,700","0","0","0","0","2","109","6003","8,700","8,400","8,000","6.04695376","6.04695376","Concesión Vial del Pacífico","1"
"POINT (-75.393358 9.87253100000004)","SAN ONOFRE","Vía San Onofre – Cruz del Viso Km 21+400 metros","San Onofre - María La Baja","Norte – Sur","21","497","3216177100","3104320955","http://hermes.invias.gov.co/carreteras/images/peajes/san_onofre.jpg","16,100","23,700","23,700","23,700","42,700","67,800","78,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","137","9005","0","0","0","9.86351925","9.86351925","Concesión Ruta al Mar","23"
"POINT (-75.435951 9.43074200000007)","LA ESPERANZA","Toluviego - Sincelejo","Sincelejo - Toluviejo","Aplica en ambos sentidos","15","200","3184095455 – 3182406622","3124964386","http://hermes.invias.gov.co/carreteras/images/peajes/la_esperanza.jpg","10,900","11,800","25,300","31,800","36,100","0","0","0","0","0","0","0","0","3,000","5,800","0","0","0","0","0","0","0","0","0","1","39","25SC01","11,300","10,900","8,300","9.4307452","-75.435839","INVIAS","23"
"POINT (-72.5423520589999 11.4448736530001)","ALTO PINO","Cogua – Tausa Km 40+000","Rioacha - Paraguachon","Aplica en ambos sentidos de circulación","41","170","(5) 728 85 43","314 3300807 - (5) 7288542 /43","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","12,300","19,000","15,300","24,100","35,200","56,600","71,400","0","0","0","0","0","4,800","5,500","0","0","0","0","8,300","0","0","0","0","0","2","144","9010","0","0","13,000","11.44487365","11.44487365","Concesión  Santa Marta Paraguachón S.A","13"
"POINT (-75.700684 2.14288500000004)","ALTAMIRA","Vía Planeta Rica - Sincelejo Km 26 + 300","Planeta Rica - La Ye","Aplica en ambos sentidos de circulación","497","60","311 260 50 25  - #296","320 995 5541","http://hermes.invias.gov.co/carreteras/images/peajes/altamira.jpg","10,700","12,000","24,600","31,300","35,400","0","0","0","0","0","0","7,500","2,400","2,700","0","0","0","0","0","0","0","0","0","0","2","64","4504","8,700","8,400","8,500","2.14291405","2.14291405","Concesión Rodovias Colombia S.A.S","14"
"POINT (-74.271805 4.53745200000003)","CHUSACÁ","Soacha – Girardot Km 109","Girardot - Silvania - Bogotá (Bosa)","Sur - Norte // Norte - Sur","109","217","3104224687 - 3117872339 - 3117903187","3104224687 - 3117872339 - 3117903187","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","13,300","14,900","31,500","51,100","58,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","54","4005","10,100","9,800","6,600","4.54776617","4.54776617","Concesión  Vía 40 Express","12"
